Observer,Date,FireName,FireYear,Transect,Burned,Quadrat,SpeciesCode,PercentCover
DFW,6/25/2021,GapRoughCreek,1999,108,Y,2,carexsp,15
DFW,6/25/2021,GapRoughCreek,1999,108,Y,2,artlud,15
DFW,6/25/2021,GapRoughCreek,1999,108,Y,2,passmi,15
DFW,6/25/2021,GapRoughCreek,1999,108,Y,2,bougra,37.5
DFW,6/25/2021,GapRoughCreek,1999,108,Y,2,hescom,37.5
DFW,6/25/2021,GapRoughCreek,1999,108,Y,3,carexsp,37.5
DFW,6/25/2021,GapRoughCreek,1999,108,Y,3,artlud,15
DFW,6/25/2021,GapRoughCreek,1999,108,Y,3,phlhoo,3
DFW,6/25/2021,GapRoughCreek,1999,108,Y,3,hetvil,3
DFW,6/25/2021,GapRoughCreek,1999,108,Y,3,tarery,3
DFW,6/25/2021,GapRoughCreek,1999,108,Y,3,boeret,3
DFW,6/25/2021,GapRoughCreek,1999,108,Y,3,hescom,37.5
DFW,6/25/2021,GapRoughCreek,1999,108,Y,3,bougra,15
DFW,6/25/2021,GapRoughCreek,1999,108,Y,3,passmi,3
DFW,6/25/2021,GapRoughCreek,1999,108,Y,4,artlud,15
DFW,6/25/2021,GapRoughCreek,1999,108,Y,4,tarery,15
DFW,6/25/2021,GapRoughCreek,1999,108,Y,4,carexsp,37.5
DFW,6/25/2021,GapRoughCreek,1999,108,Y,4,callon,15
DFW,6/25/2021,GapRoughCreek,1999,108,Y,4,bougra,15
DFW,6/25/2021,GapRoughCreek,1999,108,Y,4,hescom,15
DFW,6/25/2021,GapRoughCreek,1999,108,Y,4,koemac,15
DFW,6/25/2021,GapRoughCreek,1999,108,Y,5,escmis,3
DFW,6/25/2021,GapRoughCreek,1999,108,Y,5,phlhoo,3
DFW,6/25/2021,GapRoughCreek,1999,108,Y,5,artlud,3
DFW,6/25/2021,GapRoughCreek,1999,108,Y,5,ascpum,3
DFW,6/25/2021,GapRoughCreek,1999,108,Y,5,boucur,15
DFW,6/25/2021,GapRoughCreek,1999,108,Y,5,carexsp,15
DFW,6/25/2021,GapRoughCreek,1999,108,Y,5,bougra,15
DFW,6/25/2021,GapRoughCreek,1999,108,Y,5,passmi,3
DFW,6/25/2021,GapRoughCreek,1999,108,Y,5,hescom,3
DFW,6/25/2021,GapRoughCreek,1999,108,Y,5,schsco,15
DFW,6/25/2021,GapRoughCreek,1999,108,Y,5,phyare,3
DFW,6/28/2021,GapRoughCreek,1999,108,Y,6,helpau,15
DFW,6/28/2021,GapRoughCreek,1999,108,Y,6,symobl,3
DFW,6/28/2021,GapRoughCreek,1999,108,Y,6,callon,37.5
DFW,6/28/2021,GapRoughCreek,1999,108,Y,6,boucur,15
DFW,6/28/2021,GapRoughCreek,1999,108,Y,6,carexsp,15
DFW,6/28/2021,GapRoughCreek,1999,108,Y,6,koemac,3
DFW,6/28/2021,GapRoughCreek,1999,108,Y,6,hescom,15
DFW,6/28/2021,GapRoughCreek,1999,108,Y,6,schsco,3
DFW,6/28/2021,GapRoughCreek,1999,108,Y,6,bougra,15
DFW,6/28/2021,GapRoughCreek,1999,108,Y,6,phyare,0.5
DFW,6/28/2021,GapRoughCreek,1999,108,Y,7,helpau,3
DFW,6/28/2021,GapRoughCreek,1999,108,Y,7,anepat,15
DFW,6/28/2021,GapRoughCreek,1999,108,Y,7,callon,15
DFW,6/28/2021,GapRoughCreek,1999,108,Y,7,schsco,37.5
DFW,6/28/2021,GapRoughCreek,1999,108,Y,7,carexsp,37.5
DFW,6/28/2021,GapRoughCreek,1999,108,Y,7,antpar,15
DFW,6/28/2021,GapRoughCreek,1999,108,Y,7,bougra,15
DFW,6/28/2021,GapRoughCreek,1999,108,Y,7,hescom,15
DFW,6/28/2021,GapRoughCreek,1999,108,Y,7,symobl,3
DFW,6/28/2021,GapRoughCreek,1999,108,Y,7,koemac,3
DFW,6/28/2021,GapRoughCreek,1999,108,Y,7,tarery,0.5
DFW,6/28/2021,GapRoughCreek,1999,108,Y,7,solmis,0.5
DFW,6/28/2021,GapRoughCreek,1999,108,Y,7,pedarg,3
DFW,6/28/2021,GapRoughCreek,1999,108,Y,8,hescom,15
DFW,6/28/2021,GapRoughCreek,1999,108,Y,8,callon,37.5
DFW,6/28/2021,GapRoughCreek,1999,108,Y,8,helpau,15
DFW,6/28/2021,GapRoughCreek,1999,108,Y,8,artlud,15
DFW,6/28/2021,GapRoughCreek,1999,108,Y,8,symfal,3
DFW,6/28/2021,GapRoughCreek,1999,108,Y,8,carexsp,37.5
DFW,6/28/2021,GapRoughCreek,1999,108,Y,8,oxylam,15
DFW,6/28/2021,GapRoughCreek,1999,108,Y,8,bougra,3
DFW,6/28/2021,GapRoughCreek,1999,108,Y,8,phlhoo,3
DFW,6/28/2021,GapRoughCreek,1999,108,Y,8,koemac,15
DFW,6/28/2021,GapRoughCreek,1999,108,Y,9,callon,15
DFW,6/28/2021,GapRoughCreek,1999,108,Y,9,artlud,3
DFW,6/28/2021,GapRoughCreek,1999,108,Y,9,carfil,37.5
DFW,6/28/2021,GapRoughCreek,1999,108,Y,9,carexsp,15
DFW,6/28/2021,GapRoughCreek,1999,108,Y,9,hescom,15
DFW,6/28/2021,GapRoughCreek,1999,108,Y,9,bougra,15
DFW,6/28/2021,GapRoughCreek,1999,108,Y,9,koemac,15
DFW,6/28/2021,GapRoughCreek,1999,108,Y,10,lactat,15
DFW,6/28/2021,GapRoughCreek,1999,108,Y,10,callon,37.5
DFW,6/28/2021,GapRoughCreek,1999,108,Y,10,carexsp,15
DFW,6/28/2021,GapRoughCreek,1999,108,Y,10,bougra,15
DFW,6/28/2021,GapRoughCreek,1999,108,Y,10,hescom,15
DFW,6/28/2021,GapRoughCreek,1999,108,Y,10,koemac,15
DFW,6/28/2021,GapRoughCreek,1999,108,Y,10,passmi,3
DFW,6/29/2021,GapRoughCreek,1999,116,Y,1,achmil,15
DFW,6/29/2021,GapRoughCreek,1999,116,Y,1,tarery,15
DFW,6/29/2021,GapRoughCreek,1999,116,Y,1,passmi,15
DFW,6/29/2021,GapRoughCreek,1999,116,Y,1,agrcri,15
DFW,6/29/2021,GapRoughCreek,1999,116,Y,1,artfri,15
DFW,6/29/2021,GapRoughCreek,1999,116,Y,1,sphcoc,3
DFW,6/29/2021,GapRoughCreek,1999,116,Y,1,koemac,3
DFW,6/29/2021,GapRoughCreek,1999,116,Y,1,carexsp,15
NGH,6/29/2021,GapRoughCreek,1999,116,Y,2,artfri,37.5
NGH,6/29/2021,GapRoughCreek,1999,116,Y,2,agrcri,15
NGH,6/29/2021,GapRoughCreek,1999,116,Y,2,passmi,3
NGH,6/29/2021,GapRoughCreek,1999,116,Y,2,sphcoc,3
NGH,6/29/2021,GapRoughCreek,1999,116,Y,2,schpan,3
NGH,6/29/2021,GapRoughCreek,1999,116,Y,3,artfri,15
NGH,6/29/2021,GapRoughCreek,1999,116,Y,3,tarery,3
NGH,6/29/2021,GapRoughCreek,1999,116,Y,3,sphcoc,3
NGH,6/29/2021,GapRoughCreek,1999,116,Y,3,passmi,37.5
NGH,6/29/2021,GapRoughCreek,1999,116,Y,3,achmil,0.5
NGH,6/29/2021,GapRoughCreek,1999,116,Y,3,koemac,3
NGH,6/29/2021,GapRoughCreek,1999,116,Y,4,vicame,3
NGH,6/29/2021,GapRoughCreek,1999,116,Y,4,passmi,37.5
NGH,6/29/2021,GapRoughCreek,1999,116,Y,4,agrcri,15
NGH,6/29/2021,GapRoughCreek,1999,116,Y,4,koemac,15
NGH,6/29/2021,GapRoughCreek,1999,116,Y,4,artfri,3
NGH,6/29/2021,GapRoughCreek,1999,116,Y,5,agrcri,15
NGH,6/29/2021,GapRoughCreek,1999,116,Y,5,sphcoc,15
NGH,6/29/2021,GapRoughCreek,1999,116,Y,5,passmi,3
NGH,6/29/2021,GapRoughCreek,1999,116,Y,6,agrcri,37.5
NGH,6/29/2021,GapRoughCreek,1999,116,Y,6,artfri,37.5
NGH,6/29/2021,GapRoughCreek,1999,116,Y,6,tarery,3
NGH,6/29/2021,GapRoughCreek,1999,116,Y,6,passmi,3
NGH,6/29/2021,GapRoughCreek,1999,116,Y,7,agrcri,37.5
NGH,6/29/2021,GapRoughCreek,1999,116,Y,7,artfri,15
NGH,6/29/2021,GapRoughCreek,1999,116,Y,7,carexsp,3
NGH,6/29/2021,GapRoughCreek,1999,116,Y,7,tarery,3
NGH,6/29/2021,GapRoughCreek,1999,116,Y,8,agrcri,62.5
NGH,6/29/2021,GapRoughCreek,1999,116,Y,8,passmi,15
NGH,6/29/2021,GapRoughCreek,1999,116,Y,8,koemac,15
NGH,6/29/2021,GapRoughCreek,1999,116,Y,8,artfri,3
NGH,6/29/2021,GapRoughCreek,1999,116,Y,9,agrcri,37.5
NGH,6/29/2021,GapRoughCreek,1999,116,Y,9,koemac,15
NGH,6/29/2021,GapRoughCreek,1999,116,Y,10,vicame,15
NGH,6/29/2021,GapRoughCreek,1999,116,Y,10,sphcoc,15
NGH,6/29/2021,GapRoughCreek,1999,116,Y,10,artfri,3
NGH,6/29/2021,GapRoughCreek,1999,116,Y,10,passmi,15
NGH,6/29/2021,GapRoughCreek,1999,116,Y,10,agrcri,62.5
NGH,6/29/2021,GapRoughCreek,1999,116,Y,10,tarery,3
DFW,7/21/2021,GapRoughCreek,1999,137,Y,1,symocc,15
DFW,7/21/2021,GapRoughCreek,1999,137,Y,1,solrig,15
DFW,7/21/2021,GapRoughCreek,1999,137,Y,1,artlud,15
DFW,7/21/2021,GapRoughCreek,1999,137,Y,1,carexsp,15
DFW,7/21/2021,GapRoughCreek,1999,137,Y,1,rosark,3
DFW,7/21/2021,GapRoughCreek,1999,137,Y,1,galbor,3
DFW,7/21/2021,GapRoughCreek,1999,137,Y,1,poapra,62.5
DFW,7/21/2021,GapRoughCreek,1999,137,Y,1,nasvir,15
DFW,7/21/2021,GapRoughCreek,1999,137,Y,1,passmi,3
DFW,7/21/2021,GapRoughCreek,1999,137,Y,1,brojap,0.5
DFW,7/21/2021,GapRoughCreek,1999,137,Y,1,achmil,3
DFW,7/21/2021,GapRoughCreek,1999,137,Y,2,artfri,15
DFW,7/21/2021,GapRoughCreek,1999,137,Y,2,carexsp,62.5
DFW,7/21/2021,GapRoughCreek,1999,137,Y,2,achmil,15
DFW,7/21/2021,GapRoughCreek,1999,137,Y,2,passmi,37.5
DFW,7/21/2021,GapRoughCreek,1999,137,Y,2,bougra,15
DFW,7/21/2021,GapRoughCreek,1999,137,Y,2,koemac,15
DFW,7/21/2021,GapRoughCreek,1999,137,Y,2,poapra,15
DFW,7/21/2021,GapRoughCreek,1999,137,Y,2,hescom,15
DFW,7/21/2021,GapRoughCreek,1999,137,Y,3,hescom,15
DFW,7/21/2021,GapRoughCreek,1999,137,Y,3,sphcoc,3
DFW,7/21/2021,GapRoughCreek,1999,137,Y,3,koemac,15
DFW,7/21/2021,GapRoughCreek,1999,137,Y,3,artfri,3
DFW,7/21/2021,GapRoughCreek,1999,137,Y,3,brojap,3
DFW,7/21/2021,GapRoughCreek,1999,137,Y,3,passmi,15
DFW,7/21/2021,GapRoughCreek,1999,137,Y,3,carexsp,3
DFW,7/21/2021,GapRoughCreek,1999,137,Y,3,bougra,15
DFW,7/21/2021,GapRoughCreek,1999,137,Y,4,selden,37.5
DFW,7/21/2021,GapRoughCreek,1999,137,Y,4,sphcoc,3
DFW,7/21/2021,GapRoughCreek,1999,137,Y,4,passmi,3
DFW,7/21/2021,GapRoughCreek,1999,137,Y,4,artfri,3
DFW,7/21/2021,GapRoughCreek,1999,137,Y,4,geutri,15
DFW,7/21/2021,GapRoughCreek,1999,137,Y,4,carexsp,3
DFW,7/21/2021,GapRoughCreek,1999,137,Y,4,bougra,37.5
DFW,7/21/2021,GapRoughCreek,1999,137,Y,4,hescom,15
DFW,7/21/2021,GapRoughCreek,1999,137,Y,5,passmi,15
DFW,7/21/2021,GapRoughCreek,1999,137,Y,5,carexsp,15
DFW,7/21/2021,GapRoughCreek,1999,137,Y,5,artfri,15
DFW,7/21/2021,GapRoughCreek,1999,137,Y,5,koemac,15
DFW,7/21/2021,GapRoughCreek,1999,137,Y,5,bougra,15
DFW,7/21/2021,GapRoughCreek,1999,137,Y,5,schsco,3
DFW,7/21/2021,GapRoughCreek,1999,137,Y,5,aripur,3
DFW,7/21/2021,GapRoughCreek,1999,137,Y,6,callon,15
DFW,7/21/2021,GapRoughCreek,1999,137,Y,6,passmi,15
DFW,7/21/2021,GapRoughCreek,1999,137,Y,6,aripur,37.5
DFW,7/21/2021,GapRoughCreek,1999,137,Y,6,carexsp,15
DFW,7/21/2021,GapRoughCreek,1999,137,Y,6,artfri,3
DFW,7/21/2021,GapRoughCreek,1999,137,Y,6,hescom,15
DFW,7/21/2021,GapRoughCreek,1999,137,Y,6,koemac,15
DFW,7/21/2021,GapRoughCreek,1999,137,Y,6,schsco,3
DFW,7/21/2021,GapRoughCreek,1999,137,Y,7,artdra,15
DFW,7/21/2021,GapRoughCreek,1999,137,Y,7,artlud,15
DFW,7/21/2021,GapRoughCreek,1999,137,Y,7,callon,37.5
DFW,7/21/2021,GapRoughCreek,1999,137,Y,7,solmol,37.5
DFW,7/21/2021,GapRoughCreek,1999,137,Y,7,passmi,37.5
DFW,7/21/2021,GapRoughCreek,1999,137,Y,7,carexsp,15
DFW,7/21/2021,GapRoughCreek,1999,137,Y,8,schsco,15
DFW,7/21/2021,GapRoughCreek,1999,137,Y,8,callon,37.5
DFW,7/21/2021,GapRoughCreek,1999,137,Y,8,helpau,15
DFW,7/21/2021,GapRoughCreek,1999,137,Y,8,carexsp,15
DFW,7/21/2021,GapRoughCreek,1999,137,Y,8,passmi,3
DFW,7/21/2021,GapRoughCreek,1999,137,Y,8,bougra,15
DFW,7/21/2021,GapRoughCreek,1999,137,Y,9,helpau,37.5
DFW,7/21/2021,GapRoughCreek,1999,137,Y,9,passmi,15
DFW,7/21/2021,GapRoughCreek,1999,137,Y,9,carexsp,15
DFW,7/21/2021,GapRoughCreek,1999,137,Y,9,bougra,15
DFW,7/21/2021,GapRoughCreek,1999,137,Y,9,artlud,3
DFW,7/21/2021,GapRoughCreek,1999,137,Y,9,vicame,3
DFW,7/21/2021,GapRoughCreek,1999,137,Y,9,schsco,3
DFW,7/21/2021,GapRoughCreek,1999,137,Y,9,hesspa,37.5
DFW,7/21/2021,GapRoughCreek,1999,137,Y,9,hescom,3
DFW,7/21/2021,GapRoughCreek,1999,137,Y,9,koemac,3
DFW,7/21/2021,GapRoughCreek,1999,137,Y,9,nasvir,3
DFW,7/21/2021,GapRoughCreek,1999,137,Y,10,carfil,37.5
DFW,7/21/2021,GapRoughCreek,1999,137,Y,10,carexsp,15
DFW,7/21/2021,GapRoughCreek,1999,137,Y,10,callon,3
DFW,7/21/2021,GapRoughCreek,1999,137,Y,10,phlhoo,15
DFW,7/21/2021,GapRoughCreek,1999,137,Y,10,elylan,3
DFW,7/21/2021,GapRoughCreek,1999,137,Y,10,bougra,15
DFW,7/19/2021,GapRoughCreek,1999,151,Y,1,passmi,62.5
DFW,7/19/2021,GapRoughCreek,1999,151,Y,1,bougra,37.5
DFW,7/19/2021,GapRoughCreek,1999,151,Y,1,gutsar,3
DFW,7/19/2021,GapRoughCreek,1999,151,Y,1,carfil,3
NGH,7/19/2021,GapRoughCreek,1999,151,Y,2,passmi,37.5
NGH,7/19/2021,GapRoughCreek,1999,151,Y,2,bougra,3
NGH,7/19/2021,GapRoughCreek,1999,151,Y,2,koemac,15
NGH,7/19/2021,GapRoughCreek,1999,151,Y,2,poacom,15
NGH,7/19/2021,GapRoughCreek,1999,151,Y,3,nasvir,15
NGH,7/19/2021,GapRoughCreek,1999,151,Y,3,ratcol,15
NGH,7/19/2021,GapRoughCreek,1999,151,Y,3,passmi,37.5
NGH,7/19/2021,GapRoughCreek,1999,151,Y,4,comumb,15
NGH,7/19/2021,GapRoughCreek,1999,151,Y,4,passmi,37.5
NGH,7/19/2021,GapRoughCreek,1999,151,Y,4,oxylam,3
NGH,7/19/2021,GapRoughCreek,1999,151,Y,4,achmil,3
NGH,7/19/2021,GapRoughCreek,1999,151,Y,4,koemac,15
NGH,7/19/2021,GapRoughCreek,1999,151,Y,4,poacom,15
NGH,7/19/2021,GapRoughCreek,1999,151,Y,4,bougra,3
NGH,7/19/2021,GapRoughCreek,1999,151,Y,5,sphcoc,3
NGH,7/19/2021,GapRoughCreek,1999,151,Y,5,artfri,15
NGH,7/19/2021,GapRoughCreek,1999,151,Y,5,comumb,3
NGH,7/19/2021,GapRoughCreek,1999,151,Y,5,bougra,62.5
NGH,7/19/2021,GapRoughCreek,1999,151,Y,5,poacom,15
NGH,7/19/2021,GapRoughCreek,1999,151,Y,5,passmi,37.5
NGH,7/19/2021,GapRoughCreek,1999,151,Y,5,koemac,15
NGH,7/19/2021,GapRoughCreek,1999,151,Y,6,sphcoc,3
NGH,7/19/2021,GapRoughCreek,1999,151,Y,6,meloff,3
NGH,7/19/2021,GapRoughCreek,1999,151,Y,6,bougra,62.5
NGH,7/19/2021,GapRoughCreek,1999,151,Y,6,passmi,37.5
NGH,7/19/2021,GapRoughCreek,1999,151,Y,6,poacom,15
NGH,7/19/2021,GapRoughCreek,1999,151,Y,7,opupol,37.5
NGH,7/19/2021,GapRoughCreek,1999,151,Y,7,passmi,37.5
NGH,7/19/2021,GapRoughCreek,1999,151,Y,7,bougra,15
NGH,7/19/2021,GapRoughCreek,1999,151,Y,8,tradub,15
NGH,7/19/2021,GapRoughCreek,1999,151,Y,8,poacom,37.5
NGH,7/19/2021,GapRoughCreek,1999,151,Y,8,passmi,37.5
NGH,7/19/2021,GapRoughCreek,1999,151,Y,8,bougra,15
NGH,7/19/2021,GapRoughCreek,1999,151,Y,9,bougra,37.5
NGH,7/19/2021,GapRoughCreek,1999,151,Y,9,passmi,62.5
NGH,7/19/2021,GapRoughCreek,1999,151,Y,9,tarery,15
NGH,7/19/2021,GapRoughCreek,1999,151,Y,9,poacom,15
NGH,7/19/2021,GapRoughCreek,1999,151,Y,9,koemac,3
NGH,7/19/2021,GapRoughCreek,1999,151,Y,10,alydes,3
NGH,7/19/2021,GapRoughCreek,1999,151,Y,10,bougra,62.5
NGH,7/19/2021,GapRoughCreek,1999,151,Y,10,passmi,15
DFW,7/19/2021,GapRoughCreek,1999,185,Y,1,artfri,15
DFW,7/19/2021,GapRoughCreek,1999,185,Y,1,artcan,15
DFW,7/19/2021,GapRoughCreek,1999,185,Y,1,artlud,3
DFW,7/19/2021,GapRoughCreek,1999,185,Y,1,carexsp,37.5
DFW,7/19/2021,GapRoughCreek,1999,185,Y,1,achmil,3
DFW,7/19/2021,GapRoughCreek,1999,185,Y,1,bougra,15
DFW,7/19/2021,GapRoughCreek,1999,185,Y,1,tarery,3
DFW,7/19/2021,GapRoughCreek,1999,185,Y,1,passmi,15
DFW,7/19/2021,GapRoughCreek,1999,185,Y,1,poapra,15
DFW,7/19/2021,GapRoughCreek,1999,185,Y,1,koemac,3
DFW,7/19/2021,GapRoughCreek,1999,185,Y,1,nasvir,15
DFW,7/19/2021,GapRoughCreek,1999,185,Y,2,koemac,3
DFW,7/19/2021,GapRoughCreek,1999,185,Y,2,passmi,15
DFW,7/19/2021,GapRoughCreek,1999,185,Y,2,bougra,37.5
DFW,7/19/2021,GapRoughCreek,1999,185,Y,2,achmil,0.5
DFW,7/19/2021,GapRoughCreek,1999,185,Y,2,tarery,3
DFW,7/19/2021,GapRoughCreek,1999,185,Y,2,poapra,3
DFW,7/19/2021,GapRoughCreek,1999,185,Y,3,symocc,15
DFW,7/19/2021,GapRoughCreek,1999,185,Y,3,pruvir,15
DFW,7/19/2021,GapRoughCreek,1999,185,Y,3,artcan,3
DFW,7/19/2021,GapRoughCreek,1999,185,Y,3,poapra,62.5
DFW,7/19/2021,GapRoughCreek,1999,185,Y,3,tarery,15
DFW,7/19/2021,GapRoughCreek,1999,185,Y,4,pruvir,15
DFW,7/19/2021,GapRoughCreek,1999,185,Y,4,symocc,62.5
DFW,7/19/2021,GapRoughCreek,1999,185,Y,4,roswoo,37.5
DFW,7/19/2021,GapRoughCreek,1999,185,Y,4,poapra,37.5
DFW,7/19/2021,GapRoughCreek,1999,185,Y,4,thaven,15
DFW,7/19/2021,GapRoughCreek,1999,185,Y,5,pruvir,15
DFW,7/19/2021,GapRoughCreek,1999,185,Y,5,symocc,37.5
DFW,7/19/2021,GapRoughCreek,1999,185,Y,5,monfis,15
DFW,7/19/2021,GapRoughCreek,1999,185,Y,5,meloff,3
DFW,7/19/2021,GapRoughCreek,1999,185,Y,5,oxadil,15
DFW,7/19/2021,GapRoughCreek,1999,185,Y,5,crachr,15
DFW,7/19/2021,GapRoughCreek,1999,185,Y,5,falcon,3
DFW,7/19/2021,GapRoughCreek,1999,185,Y,5,amaret,15
DFW,7/19/2021,GapRoughCreek,1999,185,Y,6,achmil,62.5
DFW,7/19/2021,GapRoughCreek,1999,185,Y,6,symocc,15
DFW,7/19/2021,GapRoughCreek,1999,185,Y,6,passmi,37.5
DFW,7/19/2021,GapRoughCreek,1999,185,Y,6,brojap,3
DFW,7/19/2021,GapRoughCreek,1999,185,Y,6,poapra,37.5
DFW,7/19/2021,GapRoughCreek,1999,185,Y,7,opufra,15
DFW,7/19/2021,GapRoughCreek,1999,185,Y,7,achmil,15
DFW,7/19/2021,GapRoughCreek,1999,185,Y,7,brojap,3
DFW,7/19/2021,GapRoughCreek,1999,185,Y,7,passmi,37.5
DFW,7/19/2021,GapRoughCreek,1999,185,Y,7,bougra,15
DFW,7/19/2021,GapRoughCreek,1999,185,Y,7,tarery,3
DFW,7/19/2021,GapRoughCreek,1999,185,Y,7,alydes,0.5
DFW,7/19/2021,GapRoughCreek,1999,185,Y,8,boudac,62.5
DFW,7/19/2021,GapRoughCreek,1999,185,Y,8,grisqu,15
DFW,7/19/2021,GapRoughCreek,1999,185,Y,8,achmil,15
DFW,7/19/2021,GapRoughCreek,1999,185,Y,8,passmi,37.5
DFW,7/19/2021,GapRoughCreek,1999,185,Y,8,carexsp,3
DFW,7/20/2021,GapRoughCreek,1999,185,Y,9,boudac,62.5
DFW,7/20/2021,GapRoughCreek,1999,185,Y,9,artfri,3
DFW,7/20/2021,GapRoughCreek,1999,185,Y,9,achmil,3
DFW,7/20/2021,GapRoughCreek,1999,185,Y,9,carexsp,15
DFW,7/20/2021,GapRoughCreek,1999,185,Y,9,alydes,0.5
DFW,7/20/2021,GapRoughCreek,1999,185,Y,9,passmi,3
DFW,7/20/2021,GapRoughCreek,1999,185,Y,9,poapra,3
DFW,7/20/2021,GapRoughCreek,1999,185,Y,10,boudac,37.5
DFW,7/20/2021,GapRoughCreek,1999,185,Y,10,achmil,3
DFW,7/20/2021,GapRoughCreek,1999,185,Y,10,passmi,15
DFW,7/20/2021,GapRoughCreek,1999,185,Y,10,carexsp,15
DFW,7/20/2021,GapRoughCreek,1999,185,Y,10,tarery,3
DFW,7/20/2021,GapRoughCreek,1999,192,Y,1,achmil,37.5
DFW,7/20/2021,GapRoughCreek,1999,192,Y,1,selden,15
DFW,7/20/2021,GapRoughCreek,1999,192,Y,1,passmi,15
DFW,7/20/2021,GapRoughCreek,1999,192,Y,1,artfri,15
DFW,7/20/2021,GapRoughCreek,1999,192,Y,1,bougra,15
DFW,7/20/2021,GapRoughCreek,1999,192,Y,1,astlot,0.5
DFW,7/20/2021,GapRoughCreek,1999,192,Y,1,poapra,15
DFW,7/20/2021,GapRoughCreek,1999,192,Y,1,sphcoc,0.5
NGH,7/20/2021,GapRoughCreek,1999,192,Y,2,achmil,15
NGH,7/20/2021,GapRoughCreek,1999,192,Y,2,passmi,62.5
NGH,7/20/2021,GapRoughCreek,1999,192,Y,2,selden,37.5
NGH,7/20/2021,GapRoughCreek,1999,192,Y,2,bougra,15
NGH,7/20/2021,GapRoughCreek,1999,192,Y,2,gutsar,3
NGH,7/20/2021,GapRoughCreek,1999,192,Y,2,antmic,3
NGH,7/20/2021,GapRoughCreek,1999,192,Y,2,artfri,3
NGH,7/20/2021,GapRoughCreek,1999,192,Y,3,passmi,15
NGH,7/20/2021,GapRoughCreek,1999,192,Y,3,geutri,15
NGH,7/20/2021,GapRoughCreek,1999,192,Y,3,cerarv,0.5
NGH,7/20/2021,GapRoughCreek,1999,192,Y,3,carexsp,15
NGH,7/20/2021,GapRoughCreek,1999,192,Y,3,bougra,62.5
NGH,7/20/2021,GapRoughCreek,1999,192,Y,3,selden,37.5
NGH,7/20/2021,GapRoughCreek,1999,192,Y,3,antmic,0.5
NGH,7/20/2021,GapRoughCreek,1999,192,Y,3,solrig,0.5
NGH,7/20/2021,GapRoughCreek,1999,192,Y,3,tradub,15
NGH,7/20/2021,GapRoughCreek,1999,192,Y,3,achmil,3
NGH,7/20/2021,GapRoughCreek,1999,192,Y,3,liapun,3
NGH,7/20/2021,GapRoughCreek,1999,192,Y,4,geutri,37.5
NGH,7/20/2021,GapRoughCreek,1999,192,Y,4,achmil,3
NGH,7/20/2021,GapRoughCreek,1999,192,Y,4,vicame,15
NGH,7/20/2021,GapRoughCreek,1999,192,Y,4,passmi,62.5
NGH,7/20/2021,GapRoughCreek,1999,192,Y,4,bougra,37.5
NGH,7/20/2021,GapRoughCreek,1999,192,Y,4,antmic,3
NGH,7/20/2021,GapRoughCreek,1999,192,Y,4,callon,15
NGH,7/20/2021,GapRoughCreek,1999,192,Y,5,junhor,87.5
NGH,7/20/2021,GapRoughCreek,1999,192,Y,5,callon,15
NGH,7/20/2021,GapRoughCreek,1999,192,Y,5,anepat,15
NGH,7/20/2021,GapRoughCreek,1999,192,Y,5,comumb,3
NGH,7/20/2021,GapRoughCreek,1999,192,Y,5,echang,3
NGH,7/20/2021,GapRoughCreek,1999,192,Y,5,symlae,15
NGH,7/20/2021,GapRoughCreek,1999,192,Y,5,galbor,3
NGH,7/20/2021,GapRoughCreek,1999,192,Y,5,carexsp,15
NGH,7/20/2021,GapRoughCreek,1999,192,Y,5,poapra,15
NGH,7/20/2021,GapRoughCreek,1999,192,Y,6,symocc,15
NGH,7/20/2021,GapRoughCreek,1999,192,Y,6,anepat,15
NGH,7/20/2021,GapRoughCreek,1999,192,Y,6,callon,15
NGH,7/20/2021,GapRoughCreek,1999,192,Y,6,schsco,37.5
NGH,7/20/2021,GapRoughCreek,1999,192,Y,6,symlae,15
NGH,7/20/2021,GapRoughCreek,1999,192,Y,6,carexsp,15
NGH,7/20/2021,GapRoughCreek,1999,192,Y,7,oenser,3
NGH,7/20/2021,GapRoughCreek,1999,192,Y,7,helpau,15
NGH,7/20/2021,GapRoughCreek,1999,192,Y,7,echang,0.5
NGH,7/20/2021,GapRoughCreek,1999,192,Y,7,polalb,3
NGH,7/20/2021,GapRoughCreek,1999,192,Y,7,callon,15
NGH,7/20/2021,GapRoughCreek,1999,192,Y,7,anepat,15
NGH,7/20/2021,GapRoughCreek,1999,192,Y,7,galbor,3
NGH,7/20/2021,GapRoughCreek,1999,192,Y,7,solrig,3
NGH,7/20/2021,GapRoughCreek,1999,192,Y,7,physpa,0.5
NGH,7/20/2021,GapRoughCreek,1999,192,Y,7,schsco,15
NGH,7/20/2021,GapRoughCreek,1999,192,Y,7,symlae,3
NGH,7/20/2021,GapRoughCreek,1999,192,Y,7,carexsp,15
NGH,7/20/2021,GapRoughCreek,1999,192,Y,7,koemac,15
NGH,7/20/2021,GapRoughCreek,1999,192,Y,7,paccan,0.5
NGH,7/20/2021,GapRoughCreek,1999,192,Y,8,gutsar,15
NGH,7/20/2021,GapRoughCreek,1999,192,Y,8,dalpur,37.5
NGH,7/20/2021,GapRoughCreek,1999,192,Y,8,passmi,3
NGH,7/20/2021,GapRoughCreek,1999,192,Y,8,carfil,15
