Data from North Dakota Agricultural Weather Network https://ndawn.ndsu.nodak.edu
Daily Observation Table for April 1 1990 to October 31 2023
Flag Definition Line: M - Missing; E - Estimated; N/A - Not Available
Station Name,Latitude,Longitude,Elevation,Year,Month,Day,Max Temp,Max Temp Flag,Max Temp Time,Max Temp Time Flag,Min Temp,Min Temp Flag,Min Temp Time,Min Temp Time Flag,Avg Temp,Avg Temp Flag,Diurnal Temp Range,Diurnal Temp Range Flag,Avg Bare Soil Temp,Avg Bare Soil Temp Flag,Avg Turf Soil Temp,Avg Turf Soil Temp Flag,Avg Wind Speed,Avg Wind Speed Flag,Max Wind Speed,Max Wind Speed Flag,Max Wind Speed Time,Max Wind Speed Time Flag,Total Solar Rad,Total Solar Rad Flag,Rainfall,Rainfall Flag,Dew Point,Dew Point Flag
Streeter,46.71797,-99.46081,1944,1991,04,11,7.500,,00:01:00,,0.498,,20:33:00,,3.999,,7.002,,5.964,,8.517,,7.732,,14.460,,17:17:00,,5.659,,2.997,,-2.189,
Streeter,46.71797,-99.46081,1944,1991,04,12,1.058,,00:28:00,,-1.184,,07:58:00,,-0.063,,2.242,,4.279,,4.861,,7.232,,10.915,,17:47:00,,4.955,,2.007,,-0.792,
Streeter,46.71797,-99.46081,1944,1991,04,13,0.508,,14:58:00,,-0.993,,06:55:00,,-0.242,,1.501,,3.206,,2.944,,4.827,,9.042,,07:58:00,,2.838,,0.991,,-1.170,
Streeter,46.71797,-99.46081,1944,1991,04,14,5.520,,16:21:00,,-3.663,,04:22:00,,0.929,,9.183,,3.164,,2.822,,2.832,,5.673,,15:03:00,,19.857,,5.004,,-1.506,
Streeter,46.71797,-99.46081,1944,1991,04,15,4.549,,14:40:00,,-4.974,,03:25:00,,-0.212,,9.523,,2.936,,2.930,,3.959,,8.692,,17:44:00,,7.122,,0.000,,-0.512,
Streeter,46.71797,-99.46081,1944,1991,04,16,13.960,,15:32:00,,-2.500,,06:14:00,,5.730,,16.460,,4.429,,5.122,,2.366,,5.882,,14:59:00,,20.088,,0.000,,0.233,
Streeter,46.71797,-99.46081,1944,1991,04,17,14.750,,15:17:00,,1.748,,06:22:00,,8.249,,13.002,,5.766,,6.977,,1.739,,4.768,,00:00:00,,11.600,,0.000,,2.300,
Streeter,46.71797,-99.46081,1944,1991,04,18,7.290,,00:02:00,,-1.563,,00:00:00,,2.864,,8.853,,5.939,,6.327,,4.866,,9.623,,12:06:00,,8.286,,0.991,,0.349,
Streeter,46.71797,-99.46081,1944,1991,04,19,9.910,,15:24:00,,-3.600,,02:33:00,,3.155,,13.510,,5.451,,5.926,,3.641,,7.190,,01:22:00,,23.751,,0.000,,-7.141,
Streeter,46.71797,-99.46081,1944,1991,04,20,14.990,,16:27:00,,-5.203,,04:34:00,,4.894,,20.193,,5.763,,8.036,,2.355,,4.912,,08:51:00,,23.604,,0.000,,-6.251,
Streeter,46.71797,-99.46081,1944,1991,04,21,13.900,,15:27:00,,-1.045,,05:07:00,,6.428,,14.945,,6.107,,8.728,,4.057,,7.470,,15:01:00,,13.999,,0.000,,-0.961,
Streeter,46.71797,-99.46081,1944,1991,04,22,9.460,,15:12:00,,-1.390,,00:00:00,,4.035,,10.850,,6.564,,8.274,,5.607,,11.275,,15:56:00,,18.465,,0.000,,-0.741,
Streeter,46.71797,-99.46081,1944,1991,04,23,15.560,,16:49:00,,-3.701,,01:14:00,,5.929,,19.261,,6.709,,8.785,,2.910,,6.447,,01:58:00,,22.586,,0.000,,-3.114,
Streeter,46.71797,-99.46081,1944,1991,04,24,25.240,,13:52:00,,3.322,,01:46:00,,14.281,,21.918,,7.926,,11.297,,5.933,,11.796,,13:42:00,,22.664,,0.000,,-2.247,
Streeter,46.71797,-99.46081,1944,1991,04,25,23.260,,15:17:00,,6.612,,05:50:00,,14.936,,16.648,,9.671,,13.837,,6.332,,10.394,,14:26:00,,23.955,,0.000,,6.916,
Streeter,46.71797,-99.46081,1944,1991,04,26,16.550,,15:44:00,,9.970,,10:57:00,,13.260,,6.580,,10.131,,12.812,,7.197,,12.988,,15:37:00,,3.495,,18.009,,10.243,
Streeter,46.71797,-99.46081,1944,1991,04,27,11.070,,01:02:00,,5.558,,08:38:00,,8.314,,5.512,,9.171,,10.254,,6.845,,12.818,,18:04:00,,7.231,,2.997,,5.636,
Streeter,46.71797,-99.46081,1944,1991,04,28,8.790,,13:26:00,,2.759,,06:24:00,,5.774,,6.031,,7.408,,7.646,,9.253,,15.000,,04:46:00,,8.626,,0.991,,3.244,
Streeter,46.71797,-99.46081,1944,1991,04,29,8.430,,17:03:00,,0.219,,01:47:00,,4.324,,8.211,,6.910,,6.493,,6.844,,11.886,,23:32:00,,4.471,,0.000,,3.644,
Streeter,46.71797,-99.46081,1944,1991,04,30,5.433,,15:27:00,,1.373,,06:21:00,,3.403,,4.060,,6.221,,5.196,E,11.326,,16.052,,09:38:00,,8.020,,0.991,,0.984,
Streeter,46.71797,-99.46081,1944,1991,05,01,3.595,,18:05:00,,-2.082,,23:23:00,,0.757,,5.677,,4.943,,3.729,,8.010,,11.456,,14:59:00,,5.409,,0.000,,-1.244,
Streeter,46.71797,-99.46081,1944,1991,05,02,2.544,,15:20:00,,-3.188,E,05:25:00,,-0.322,E,5.732,E,4.454,,3.236,,4.760,,10.314,,01:27:00,,7.246,,0.000,,-2.589,
Streeter,46.71797,-99.46081,1944,1991,05,03,1.249,,14:48:00,,-1.271,E,07:21:00,,-0.011,E,2.520,E,3.754,,2.365,,5.337,,7.841,,00:02:00,,9.036,,11.989,,-1.356,
Streeter,46.71797,-99.46081,1944,1991,05,04,2.851,,14:10:00,,-1.832,,06:11:00,,0.509,,4.683,,3.186,,1.737,,4.831,,8.332,,12:11:00,,20.618,,0.000,,-1.028,
Streeter,46.71797,-99.46081,1944,1991,05,05,2.456,,13:50:00,,-1.405,,05:49:00,,0.526,,3.861,,2.810,,1.674,,5.784,,9.193,,14:09:00,,15.048,,0.000,,-0.977,
Streeter,46.71797,-99.46081,1944,1991,05,06,5.549,,13:42:00,,-0.303,,05:32:00,,2.623,,5.852,,3.081,,2.884,,5.229,,8.521,,08:07:00,,12.927,,0.000,,0.304,
Streeter,46.71797,-99.46081,1944,1991,05,07,14.180,,16:43:00,,-0.518,,05:44:00,,6.831,,14.698,,5.422,,6.962,,2.656,,6.931,,18:31:00,,25.436,,0.000,,2.045,
Streeter,46.71797,-99.46081,1944,1991,05,08,16.500,,14:22:00,,3.715,,05:22:00,,10.108,,12.785,,7.199,,9.147,,7.095,,11.275,,15:09:00,,21.071,,0.000,,7.503,
Streeter,46.71797,-99.46081,1944,1991,05,09,25.010,,16:32:00,,11.050,,00:19:00,,18.030,,13.960,,9.849,,13.128,,8.707,,13.098,,12:10:00,,26.050,,0.000,,13.423,
Streeter,46.71797,-99.46081,1944,1991,05,10,24.980,,15:30:00,,15.560,,05:07:00,,20.270,,9.420,,11.843,,15.169,,7.679,,13.198,,08:14:00,,13.565,,0.000,,15.763,
Streeter,46.71797,-99.46081,1944,1991,05,11,26.610,,16:11:00,,15.630,,04:39:00,,21.120,,10.980,,13.544,,17.398,,3.674,,6.525,,16:19:00,,17.982,,0.000,,17.351,
Streeter,46.71797,-99.46081,1944,1991,05,12,27.700,,13:22:00,,10.650,,00:00:00,,19.175,,17.050,,14.825,,18.751,,6.546,,14.249,,14:57:00,,18.057,,0.000,,17.106,
Streeter,46.71797,-99.46081,1944,1991,05,13,23.900,,16:40:00,,6.761,,05:06:00,,15.331,,17.139,,13.816,,17.922,,4.863,,10.094,,16:32:00,,28.169,,0.000,,5.419,
Streeter,46.71797,-99.46081,1944,1991,05,14,29.980,,15:08:00,,9.130,,03:29:00,,19.555,,20.850,,14.218,,18.723,,4.296,,14.270,,20:24:00,,23.308,,24.994,,7.326,
Streeter,46.71797,-99.46081,1944,1991,05,15,21.120,,16:58:00,,13.850,,23:11:00,,17.485,,7.270,,14.580,,16.453,,3.201,,8.622,,03:55:00,,8.902,,10.998,,14.718,
Streeter,46.71797,-99.46081,1944,1991,05,16,22.200,,16:49:00,,10.147,E,10:54:00,,16.174,E,12.053,E,14.712,,16.149,,4.986,,8.832,,23:20:00,,19.037,,0.000,,11.614,
Streeter,46.71797,-99.46081,1944,1991,05,17,19.340,,15:53:00,,8.810,,05:25:00,,14.075,,10.530,,14.612,,15.467,,5.908,,10.024,,13:13:00,,27.403,,0.000,,7.497,
Streeter,46.71797,-99.46081,1944,1991,05,18,17.820,,16:45:00,,3.625,,05:29:00,,10.723,,14.195,,13.788,,15.617,,5.089,,9.293,,16:16:00,,28.693,,0.000,,1.503,
Streeter,46.71797,-99.46081,1944,1991,05,19,16.900,,18:36:00,,5.990,,03:40:00,,11.445,,10.910,,13.416,,15.277,,6.719,,11.616,,14:22:00,,17.092,,0.000,,9.326,
Streeter,46.71797,-99.46081,1944,1991,05,20,24.240,,16:08:00,,12.480,,05:12:00,,18.360,,11.760,,14.616,,17.379,,6.625,,9.453,,11:09:00,,21.170,,0.000,,14.348,
Streeter,46.71797,-99.46081,1944,1991,05,21,27.840,,15:27:00,,14.960,,04:16:00,,21.400,,12.880,,15.866,,19.386,,6.210,,10.264,,14:39:00,,19.278,,0.000,,17.794,
Streeter,46.71797,-99.46081,1944,1991,05,22,25.110,,15:05:00,,16.550,,23:44:00,,20.830,,8.560,,16.913,,19.975,,3.660,,6.892,,16:00:00,,13.539,,10.008,,17.977,
Streeter,46.71797,-99.46081,1944,1991,05,23,23.720,,15:19:00,,13.367,E,14:33:00,,18.543,E,10.353,E,18.153,,17.777,E,3.750,,7.270,,16:18:00,,16.072,,5.994,,15.934,
Streeter,46.71797,-99.46081,1944,1991,05,24,23.370,,14:25:00,,9.800,,03:22:00,,16.585,,13.570,,18.317,,16.584,,2.870,,6.289,,08:36:00,,15.308,,0.000,,13.188,
Streeter,46.71797,-99.46081,1944,1991,05,25,24.610,,16:09:00,,11.260,,05:30:00,,17.935,,13.350,,19.773,,17.136,,4.188,,8.161,,14:06:00,,18.921,,0.000,,12.575,
Streeter,46.71797,-99.46081,1944,1991,05,26,22.860,,13:11:00,,12.040,,04:41:00,,17.450,,10.820,,19.241,,16.925,,2.960,,7.400,,14:21:00,,9.412,,0.000,,14.702,
Streeter,46.71797,-99.46081,1944,1991,05,27,21.930,,15:12:00,,8.640,,04:03:00,,15.285,,13.290,,19.181,,16.463,,3.393,,6.761,,09:37:00,,16.607,,0.000,,8.973,
Streeter,46.71797,-99.46081,1944,1991,05,28,23.490,,14:58:00,,11.820,,03:51:00,,17.655,,11.670,,20.196,,16.814,,2.944,,9.193,,04:52:00,,19.302,,0.991,,13.111,
Streeter,46.71797,-99.46081,1944,1991,05,29,24.190,,16:51:00,,13.950,,05:29:00,,19.070,,10.240,,22.257,,17.737,,2.943,,7.220,,13:41:00,,23.409,,0.000,,12.288,
Streeter,46.71797,-99.46081,1944,1991,05,30,26.000,,14:59:00,,12.540,,05:09:00,,19.270,,13.460,,22.899,,17.888,,3.751,,7.010,,09:36:00,,22.211,,0.000,,14.169,
Streeter,46.71797,-99.46081,1944,1991,05,31,23.670,,15:46:00,,10.870,,05:03:00,,17.270,,12.800,,23.165,,18.403,,3.423,,11.105,,00:24:00,,25.508,,2.007,,14.979,
Streeter,46.71797,-99.46081,1944,1991,06,01,22.080,,14:52:00,,12.070,,00:00:00,,17.075,,10.010,,22.459,,18.113,,3.602,,7.480,,06:25:00,,18.319,,0.000,,14.733,
Streeter,46.71797,-99.46081,1944,1991,06,02,25.120,,16:00:00,,10.150,,04:25:00,,17.635,,14.970,,22.407,,17.719,,2.407,,6.394,,12:22:00,,24.777,,0.000,,13.824,
Streeter,46.71797,-99.46081,1944,1991,06,03,26.360,,15:08:00,,11.450,,04:17:00,,18.905,,14.910,,22.529,,17.988,,3.545,,8.181,,21:35:00,,20.259,,2.007,,15.639,
Streeter,46.71797,-99.46081,1944,1991,06,04,19.350,,14:21:00,,12.460,,06:52:00,,15.905,,6.890,,19.355,,17.580,,5.749,,9.112,,09:29:00,,9.246,,2.997,,14.164,
Streeter,46.71797,-99.46081,1944,1991,06,05,18.390,,17:42:00,,12.860,,05:02:00,,15.625,,5.530,,17.120,,16.654,,4.795,,7.801,,09:09:00,,6.815,,0.991,,14.281,
Streeter,46.71797,-99.46081,1944,1991,06,06,22.380,,14:12:00,,15.370,,01:34:00,,18.875,,7.010,,17.985,,17.209,,4.752,,7.821,,10:01:00,,12.087,,0.000,,17.277,
Streeter,46.71797,-99.46081,1944,1991,06,07,25.990,,14:03:00,,16.460,,05:14:00,,21.225,,9.530,,20.414,,18.192,,6.236,,10.644,,12:56:00,,25.286,,0.000,,16.176,
Streeter,46.71797,-99.46081,1944,1991,06,08,24.830,,16:45:00,,15.530,,05:05:00,,20.180,,9.300,,21.201,,18.413,,4.368,,7.981,,14:47:00,,19.637,,0.991,,17.158,
Streeter,46.71797,-99.46081,1944,1991,06,09,25.150,,16:09:00,,11.850,,23:06:00,,18.500,,13.300,,21.829,,18.764,,3.226,,8.952,,18:59:00,,20.044,,0.991,,16.437,
Streeter,46.71797,-99.46081,1944,1991,06,10,25.210,,15:10:00,,9.870,,05:04:00,,17.540,,15.340,,22.941,,18.361,,2.160,,5.515,,14:42:00,,29.191,,0.000,,11.412,
Streeter,46.71797,-99.46081,1944,1991,06,11,28.890,,15:02:00,,11.500,,04:42:00,,20.195,,17.390,,24.018,,18.555,,4.434,,8.482,,14:21:00,,28.695,,0.000,,15.123,
Streeter,46.71797,-99.46081,1944,1991,06,12,33.310,,15:56:00,,17.690,,05:01:00,,25.500,,15.620,,25.874,,19.919,,3.846,,7.300,,08:44:00,,26.606,,0.000,,17.714,
Streeter,46.71797,-99.46081,1944,1991,06,13,31.010,,17:01:00,,17.860,,22:29:00,,24.435,,13.150,,26.264,,20.476,,4.256,,9.673,,03:26:00,,20.650,,0.000,,19.401,
Streeter,46.71797,-99.46081,1944,1991,06,14,26.350,,15:59:00,,16.130,,21:52:00,,21.240,,10.220,,24.850,,20.249,,3.213,,7.420,,16:58:00,,16.325,,2.007,,17.968,
Streeter,46.71797,-99.46081,1944,1991,06,15,23.180,,16:07:00,,10.590,,23:11:00,,16.885,,12.590,,22.821,,19.878,,6.100,,12.007,,11:01:00,,29.624,,0.991,,10.336,
Streeter,46.71797,-99.46081,1944,1991,06,16,28.290,,13:46:00,,7.430,,04:33:00,,17.860,,20.860,,22.648,,18.478,,5.415,,11.286,,15:13:00,,28.993,,0.000,,11.024,
Streeter,46.71797,-99.46081,1944,1991,06,17,28.660,,14:52:00,,12.530,,00:00:00,,20.595,,16.130,,24.824,,19.568,,4.109,,8.492,,08:21:00,,28.185,,0.000,,14.105,
Streeter,46.71797,-99.46081,1944,1991,06,18,25.590,,16:18:00,,10.560,,02:38:00,,18.075,,15.030,,24.534,,19.547,,3.799,,10.024,,11:56:00,,28.842,,0.000,,10.247,
Streeter,46.71797,-99.46081,1944,1991,06,19,24.930,,11:17:00,,13.480,,01:02:00,,19.205,,11.450,,22.843,,19.009,,3.687,,7.670,,14:16:00,,14.443,,0.000,,14.071,
Streeter,46.71797,-99.46081,1944,1991,06,20,20.500,,10:49:00,,14.310,,00:00:00,,17.405,,6.190,,19.982,,18.426,,6.185,,11.566,,02:49:00,,8.016,,16.993,,15.773,
Streeter,46.71797,-99.46081,1944,1991,06,21,20.750,,13:20:00,,12.110,,23:58:00,,16.430,,8.640,,18.947,,18.226,,5.268,,9.373,,08:26:00,,20.361,,2.997,,13.964,
Streeter,46.71797,-99.46081,1944,1991,06,22,20.170,,15:35:00,,9.060,,05:13:00,,14.615,,11.110,,19.613,,18.049,,4.757,,9.713,,09:53:00,,28.986,,0.000,,9.367,
Streeter,46.71797,-99.46081,1944,1991,06,23,19.940,,16:30:00,,12.110,,03:38:00,,16.025,,7.830,,18.737,,17.487,,4.537,,7.551,,11:36:00,,9.971,,0.000,,14.321,
Streeter,46.71797,-99.46081,1944,1991,06,24,24.330,,16:14:00,,13.920,,03:02:00,,19.125,,10.410,,19.248,,17.913,,5.289,,11.115,,13:41:00,,16.612,,0.000,,17.266,
Streeter,46.71797,-99.46081,1944,1991,06,25,30.530,,17:25:00,,18.120,,23:48:00,,24.325,,12.410,,21.804,,19.348,,5.500,,13.679,,23:15:00,,14.958,,0.000,,21.139,
Streeter,46.71797,-99.46081,1944,1991,06,26,26.980,,17:37:00,,16.280,,23:57:00,,21.630,,10.700,,23.703,,20.381,,3.512,,7.991,,14:42:00,,25.635,,0.000,,15.646,
Streeter,46.71797,-99.46081,1944,1991,06,27,29.300,,16:06:00,,12.390,,04:17:00,,20.845,,16.910,,24.846,,20.389,,2.641,,5.987,,08:31:00,,26.502,,0.000,,15.094,
Streeter,46.71797,-99.46081,1944,1991,06,28,18.460,,13:32:00,,11.670,,23:57:00,,15.065,,6.790,,21.201,,19.151,,4.124,,8.742,,13:29:00,,4.398,,7.010,,14.242,
Streeter,46.71797,-99.46081,1944,1991,06,29,23.490,,16:47:00,,10.440,,01:18:00,,16.965,,13.050,,21.092,,19.191,,3.400,,8.181,,22:55:00,,26.785,,0.000,,16.147,
Streeter,46.71797,-99.46081,1944,1991,06,30,26.240,,15:39:00,,16.840,,21:56:00,,21.540,,9.400,,21.832,,20.177,,4.534,,10.484,,03:18:00,,13.386,,0.000,,18.927,
Streeter,46.71797,-99.46081,1944,1991,07,01,24.190,,14:26:00,,13.890,,05:05:00,,19.040,,10.300,,19.847,,19.793,,6.494,,12.637,,11:28:00,,18.140,,0.000,,15.384,
Streeter,46.71797,-99.46081,1944,1991,07,02,19.730,,15:28:00,,12.850,,03:37:00,,16.290,,6.880,,18.316,,18.789,,7.332,,12.637,,12:06:00,,12.820,,0.000,,13.449,
Streeter,46.71797,-99.46081,1944,1991,07,03,22.930,,16:31:00,,13.210,,23:40:00,,18.070,,9.720,,18.748,,18.159,,5.371,,9.363,,11:55:00,,13.338,,0.000,,14.352,
Streeter,46.71797,-99.46081,1944,1991,07,04,27.780,,16:06:00,,9.850,,04:31:00,,18.815,,17.930,,21.749,,18.704,,1.916,,5.226,,13:53:00,,26.183,,2.007,,15.594,
Streeter,46.71797,-99.46081,1944,1991,07,05,28.140,,13:24:00,,13.880,,00:00:00,,21.010,,14.260,,23.957,,19.959,,4.337,,9.723,,14:16:00,,24.447,,0.000,,16.077,
Streeter,46.71797,-99.46081,1944,1991,07,06,28.640,,13:33:00,,10.830,,03:48:00,,19.735,,17.810,,22.982,,19.188,,2.658,,6.892,,16:11:00,,18.928,,0.991,,14.346,
Streeter,46.71797,-99.46081,1944,1991,07,07,22.150,,14:34:00,,10.490,,22:29:00,,16.320,,11.660,,22.499,,19.079,,4.915,,11.055,,10:41:00,,25.408,,0.000,,12.432,
Streeter,46.71797,-99.46081,1944,1991,07,08,24.660,,13:38:00,,8.850,,04:34:00,,16.755,,15.810,,21.981,,18.100,,2.720,,6.301,,10:59:00,,20.019,,0.991,,11.548,
Streeter,46.71797,-99.46081,1944,1991,07,09,26.940,,15:11:00,,12.700,,05:04:00,,19.820,,14.240,,23.439,,19.212,,2.710,,5.830,,14:49:00,,26.468,,0.000,,14.930,
Streeter,46.71797,-99.46081,1944,1991,07,10,28.130,,14:51:00,,12.550,,04:48:00,,20.340,,15.580,,24.464,,19.774,,3.852,,7.480,,16:23:00,,25.088,,0.000,,15.964,
Streeter,46.71797,-99.46081,1944,1991,07,11,28.430,,15:12:00,,15.430,,23:11:00,,21.930,,13.000,,24.441,,20.600,,3.401,,9.773,,17:51:00,,20.548,,2.007,,16.729,
Streeter,46.71797,-99.46081,1944,1991,07,12,21.980,,18:27:00,,11.840,,00:00:00,,16.910,,10.140,,21.412,,19.317,,5.464,,10.104,,11:38:00,,9.659,,0.000,,15.058,
Streeter,46.71797,-99.46081,1944,1991,07,13,26.820,,15:20:00,,8.560,,03:46:00,,17.690,,18.260,,22.709,,18.907,,2.296,,5.411,,10:39:00,,28.497,,0.000,,11.661,
Streeter,46.71797,-99.46081,1944,1991,07,14,31.750,,16:42:00,,14.110,,03:58:00,,22.930,,17.640,,24.724,,19.836,,5.861,,10.474,,12:30:00,,26.993,,0.000,,17.656,
Streeter,46.71797,-99.46081,1944,1991,07,15,35.690,,15:07:00,,19.050,,05:14:00,,27.370,,16.640,,26.689,,21.346,,5.733,,10.745,,10:41:00,,27.174,,0.000,,18.890,
Streeter,46.71797,-99.46081,1944,1991,07,16,36.050,,14:34:00,,20.640,,03:16:00,,28.345,,15.410,,27.993,,22.445,,3.429,,6.197,,09:49:00,,25.967,,0.000,,15.567,
Streeter,46.71797,-99.46081,1944,1991,07,17,36.130,,12:21:00,,19.160,,01:05:00,,27.645,,16.970,,28.491,,23.029,,4.351,,9.032,,15:54:00,,24.680,,0.000,,20.956,
Streeter,46.71797,-99.46081,1944,1991,07,18,29.680,,14:57:00,,14.120,,00:00:00,,21.900,,15.560,,27.218,,22.908,,4.824,,10.644,,07:53:00,,19.553,,0.000,,15.717,
Streeter,46.71797,-99.46081,1944,1991,07,19,31.800,,15:12:00,,10.480,,05:23:00,,21.140,,21.320,,26.556,,21.779,,2.987,,7.560,,18:00:00,,26.876,,0.000,,11.171,
Streeter,46.71797,-99.46081,1944,1991,07,20,29.560,,15:56:00,,17.720,,04:56:00,,23.640,,11.840,,27.141,,22.621,,3.435,,8.101,,05:02:00,,21.533,,0.000,,18.551,
Streeter,46.71797,-99.46081,1944,1991,07,21,29.740,,16:52:00,,16.490,,00:00:00,,23.115,,13.250,,24.858,,21.669,,4.956,,15.612,,21:18:00,,11.582,,0.991,,17.535,
Streeter,46.71797,-99.46081,1944,1991,07,22,26.070,,15:36:00,,11.310,,23:59:00,,18.690,,14.760,,24.307,,21.144,,5.570,,10.674,,10:53:00,,27.340,,0.000,,11.091,
Streeter,46.71797,-99.46081,1944,1991,07,23,26.050,,15:53:00,,7.760,,05:21:00,,16.905,,18.290,,23.899,,20.491,,3.417,,7.530,,16:07:00,,25.948,,0.000,,8.451,
Streeter,46.71797,-99.46081,1944,1991,07,24,25.320,,14:51:00,,10.350,,05:02:00,,17.835,,14.970,,23.798,,20.432,,3.963,,8.782,,12:16:00,,24.316,,0.000,,9.489,
Streeter,46.71797,-99.46081,1944,1991,07,25,24.420,,16:04:00,,4.407,,05:08:00,,14.414,,20.013,,23.767,,19.909,,2.435,,5.895,,15:33:00,,26.420,,0.000,,8.114,
Streeter,46.71797,-99.46081,1944,1991,07,26,24.970,,12:28:00,,10.350,,02:44:00,,17.660,,14.620,,23.159,,19.775,,4.766,,8.502,,12:10:00,,18.380,,0.000,,13.287,
Streeter,46.71797,-99.46081,1944,1991,07,27,22.040,,16:14:00,,15.610,,00:15:00,,18.825,,6.430,,21.718,,19.782,,4.069,,7.420,,01:47:00,,9.013,,0.000,,15.799,
Streeter,46.71797,-99.46081,1944,1991,07,28,25.870,,16:42:00,,10.840,,05:21:00,,18.355,,15.030,,23.317,,20.264,,2.299,,5.292,,10:55:00,,25.317,,0.000,,13.183,
Streeter,46.71797,-99.46081,1944,1991,07,29,32.928,,15:28:00,,15.090,,00:05:00,,24.009,,17.838,,24.647,,20.764,,4.351,,7.551,,08:15:00,,23.734,,2.007,,14.843,
Streeter,46.71797,-99.46081,1944,1991,07,30,36.730,,14:54:00,,15.910,,23:03:00,,26.320,,20.820,,24.548,,20.948,,5.189,,10.274,,10:02:00,,19.614,,0.000,,12.051,
Streeter,46.71797,-99.46081,1944,1991,07,31,30.820,,16:45:00,,9.830,,05:26:00,,20.325,,20.990,,24.180,,20.419,,2.634,,6.237,,12:19:00,,23.415,,0.991,,5.907,
Streeter,46.71797,-99.46081,1944,1991,08,01,23.070,,15:41:00,,14.580,,00:00:00,,18.825,,8.490,,22.643,,20.023,,3.495,,6.669,,13:56:00,,6.513,,0.000,,11.026,
Streeter,46.71797,-99.46081,1944,1991,08,02,25.840,,12:45:00,,12.480,,05:55:00,,19.160,,13.360,,21.797,,19.677,,3.152,,5.620,,04:09:00,,15.269,,0.000,,13.760,
Streeter,46.71797,-99.46081,1944,1991,08,03,23.340,,15:42:00,,13.410,,21:22:00,,18.375,,9.930,,22.098,,19.898,,4.651,,9.453,,11:31:00,,18.485,,0.000,,12.584,
Streeter,46.71797,-99.46081,1944,1991,08,04,24.880,,15:07:00,,9.960,,05:55:00,,17.420,,14.920,,22.151,,19.407,,3.561,,7.901,,15:26:00,,21.625,,0.000,,11.089,
Streeter,46.71797,-99.46081,1944,1991,08,05,25.080,,15:37:00,,14.860,,05:59:00,,19.970,,10.220,,21.869,,19.456,,5.696,,9.603,,09:33:00,,12.306,,0.000,,14.611,
Streeter,46.71797,-99.46081,1944,1991,08,06,21.380,,11:55:00,,16.020,,22:19:00,,18.700,,5.360,,21.371,,19.533,,4.638,,7.500,,15:02:00,,8.061,,0.000,,16.267,
Streeter,46.71797,-99.46081,1944,1991,08,07,20.140,,16:15:00,,14.760,,05:48:00,,17.450,,5.380,,20.415,,19.144,,3.955,,6.224,,03:33:00,,5.990,,0.991,,15.392,
Streeter,46.71797,-99.46081,1944,1991,08,08,27.100,,15:49:00,,13.920,,23:43:00,,20.510,,13.180,,21.393,,19.576,,2.448,,5.161,,12:34:00,,16.243,,0.000,,12.967,
Streeter,46.71797,-99.46081,1944,1991,08,09,27.940,,14:46:00,,8.270,,04:36:00,,18.105,,19.670,,22.530,,19.447,,2.988,,7.350,,13:00:00,,24.473,,0.000,,10.116,
Streeter,46.71797,-99.46081,1944,1991,08,10,27.950,,14:38:00,,12.440,,03:54:00,,20.195,,15.510,,23.077,,19.724,,4.402,,9.032,,13:12:00,,21.585,,0.000,,10.298,
Streeter,46.71797,-99.46081,1944,1991,08,11,28.690,,14:12:00,,13.580,,05:03:00,,21.135,,15.110,,23.563,,20.063,,4.487,,9.163,,12:28:00,,23.879,,0.000,,11.003,
Streeter,46.71797,-99.46081,1944,1991,08,12,29.020,,15:22:00,,13.240,,05:11:00,,21.130,,15.780,,24.203,,20.532,,4.111,,8.031,,12:57:00,,24.356,,0.000,,11.707,
Streeter,46.71797,-99.46081,1944,1991,08,13,31.120,,14:52:00,,12.150,,02:24:00,,21.635,,18.970,,24.601,,20.717,,3.774,,8.902,,15:05:00,,23.739,,0.000,,10.904,
Streeter,46.71797,-99.46081,1944,1991,08,14,32.530,,16:15:00,,16.010,,06:02:00,,24.270,,16.520,,25.219,,21.184,,4.582,,9.633,,21:49:00,,23.317,,0.000,,11.624,
Streeter,46.71797,-99.46081,1944,1991,08,15,34.050,,15:13:00,,15.220,,05:49:00,,24.635,,18.830,,25.891,,21.965,,3.290,,6.918,,15:43:00,,20.937,,0.000,,13.916,
Streeter,46.71797,-99.46081,1944,1991,08,16,23.790,,15:38:00,,14.380,,23:59:00,,19.085,,9.410,,24.012,,21.424,,4.030,,9.413,,13:37:00,,13.098,,0.991,,15.964,
Streeter,46.71797,-99.46081,1944,1991,08,17,29.060,,13:52:00,,13.980,,06:20:00,,21.520,,15.080,,23.093,,20.417,,3.478,,8.542,,15:21:00,,19.091,,0.000,,13.817,
Streeter,46.71797,-99.46081,1944,1991,08,18,28.600,,15:19:00,,9.520,,06:04:00,,19.060,,19.080,,23.378,,20.177,,2.912,,7.951,,12:38:00,,23.211,,0.000,,10.897,
Streeter,46.71797,-99.46081,1944,1991,08,19,31.900,,15:00:00,,11.530,,04:58:00,,21.715,,20.370,,23.783,,20.315,,5.672,,14.380,,22:13:00,,22.255,E,2.997,,12.689,
Streeter,46.71797,-99.46081,1944,1991,08,20,33.910,,15:15:00,,15.190,,06:08:00,,24.550,,18.720,,24.001,,20.843,,4.019,,9.363,,02:07:00,,23.015,,5.004,,13.917,
